2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034007793903e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034370124340e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034448194742e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034525278568e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034604341745e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034715439081e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034796511173e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034884591579e+09
0.000000000000000000e+00,0.000000000000000000e+00,1.652375034965665102e+09
0.000000000000000000e+00,7.108027025505913343e+01,1.652375035422080755e+09
0.000000000000000000e+00,7.108027025505913343e+01,1.652375035493144512e+09
5.700000000000000000e+01,7.502587680392271352e+01,1.652375035608247757e+09
4.000000000000000000e+00,7.435817679501943189e+01,1.652375035678307533e+09
1.400000000000000000e+01,7.172777242911038798e+01,1.652375035749365568e+09
2.000000000000000000e+00,7.369451635308655568e+01,1.652375035822440386e+09
1.600000000000000000e+01,7.369451635308655568e+01,1.652375035894500971e+09
1.000000000000000000e+00,7.435817679501943189e+01,1.652375035966569662e+09
9.000000000000000000e+00,7.435817679501943189e+01,1.652375036038975954e+09
1.300000000000000000e+01,7.303489547812409910e+01,1.652375036107048273e+09
5.000000000000000000e+00,7.369451635308655568e+01,1.652375036177103043e+09
5.000000000000000000e+00,7.303489547812409910e+01,1.652375036254171371e+09
2.900000000000000000e+01,7.569761637979638635e+01,1.652375036320234299e+09
1.500000000000000000e+01,7.569761637979638635e+01,1.652375036389293194e+09
2.600000000000000000e+01,7.502587680392271352e+01,1.652375036459357262e+09
7.000000000000000000e+00,7.435817679501943189e+01,1.652375036532423735e+09
6.000000000000000000e+00,7.502587680392271352e+01,1.652375036601494789e+09
2.500000000000000000e+01,7.637339552264046461e+01,1.652375036672561169e+09
6.000000000000000000e+00,7.705321423245494827e+01,1.652375036743632317e+09
7.000000000000000000e+00,7.773707250923985157e+01,1.652375036816188335e+09
3.800000000000000000e+01,7.773707250923985157e+01,1.652375036885256767e+09
1.200000000000000000e+01,7.842497035299513186e+01,1.652375036957316637e+09
7.000000000000000000e+00,7.842497035299513186e+01,1.652375037027380466e+09
3.500000000000000000e+01,7.842497035299513186e+01,1.652375037097450495e+09
8.000000000000000000e+00,8.051290128608343366e+01,1.652375037166522026e+09
3.500000000000000000e+01,7.842497035299513186e+01,1.652375037234568596e+09
8.000000000000000000e+00,7.911690776372083178e+01,1.652375037306634188e+09
8.000000000000000000e+00,7.911690776372083178e+01,1.652375037378699780e+09
3.800000000000000000e+01,7.911690776372083178e+01,1.652375037446778536e+09
9.000000000000000000e+00,7.911690776372083178e+01,1.652375037519832611e+09
8.000000000000000000e+00,7.981288474141693712e+01,1.652375037593903065e+09
2.900000000000000000e+01,7.981288474141693712e+01,1.652375037663959265e+09
6.000000000000000000e+00,7.981288474141693712e+01,1.652375037733026266e+09
1.900000000000000000e+01,8.192505307632765721e+01,1.652375037802099705e+09
5.000000000000000000e+00,8.121695739772036404e+01,1.652375037875152111e+09
5.000000000000000000e+00,8.192505307632765721e+01,1.652375037946223021e+09
2.600000000000000000e+01,8.335336313445350243e+01,1.652375038017280817e+09
1.300000000000000000e+01,8.335336313445350243e+01,1.652375038088345051e+09
1.300000000000000000e+01,8.192505307632765721e+01,1.652375038158408642e+09
5.000000000000000000e+00,8.192505307632765721e+01,1.652375038226473570e+09
5.000000000000000000e+00,8.192505307632765721e+01,1.652375038297536612e+09
1.400000000000000000e+01,8.121695739772036404e+01,1.652375038362596035e+09
4.000000000000000000e+00,8.051290128608343366e+01,1.652375038431657553e+09
2.000000000000000000e+00,8.121695739772036404e+01,1.652375038500732422e+09
1.500000000000000000e+01,8.263718832190538421e+01,1.652375038571784735e+09
1.000000000000000000e+00,7.981288474141693712e+01,1.652375038639865875e+09
3.000000000000000000e+00,7.981288474141693712e+01,1.652375038705907106e+09
8.000000000000000000e+00,8.192505307632765721e+01,1.652375038777972221e+09
3.000000000000000000e+00,8.121695739772036404e+01,1.652375038849042892e+09
3.000000000000000000e+00,7.981288474141693712e+01,1.652375038919100523e+09
8.000000000000000000e+00,8.121695739772036404e+01,1.652375038991168499e+09
2.000000000000000000e+00,8.121695739772036404e+01,1.652375039061229706e+09
9.000000000000000000e+00,8.051290128608343366e+01,1.652375039133295536e+09
2.000000000000000000e+00,8.051290128608343366e+01,1.652375039202358484e+09
1.000000000000000000e+00,7.911690776372083178e+01,1.652375039275424480e+09
6.000000000000000000e+00,8.051290128608343366e+01,1.652375039343488216e+09
2.000000000000000000e+00,7.911690776372083178e+01,1.652375039411548376e+09
8.000000000000000000e+00,8.121695739772036404e+01,1.652375039496625900e+09
1.000000000000000000e+00,7.911690776372083178e+01,1.652375039570135117e+09
4.000000000000000000e+00,7.981288474141693712e+01,1.652375039642185688e+09
4.000000000000000000e+00,8.051290128608343366e+01,1.652375039714254141e+09
0.000000000000000000e+00,7.981288474141693712e+01,1.652375039797326803e+09
2.000000000000000000e+00,7.981288474141693712e+01,1.652375039870392799e+09
1.400000000000000000e+01,8.192505307632765721e+01,1.652375040257753849e+09
2.000000000000000000e+00,7.705321423245494827e+01,1.652375040365851641e+09
0.000000000000000000e+00,7.773707250923985157e+01,1.652375040455935001e+09
1.900000000000000000e+01,7.842497035299513186e+01,1.652375040532002926e+09
6.000000000000000000e+00,7.842497035299513186e+01,1.652375040607078552e+09
3.000000000000000000e+01,7.911690776372083178e+01,1.652375040688144684e+09
6.000000000000000000e+00,7.773707250923985157e+01,1.652375040765219212e+09
4.200000000000000000e+01,7.981288474141693712e+01,1.652375040852293968e+09
1.300000000000000000e+01,7.773707250923985157e+01,1.652375040926361084e+09
5.000000000000000000e+01,7.637339552264046461e+01,1.652375041004432440e+09
1.200000000000000000e+01,7.705321423245494827e+01,1.652375041084504843e+09
9.000000000000000000e+00,7.637339552264046461e+01,1.652375041165583611e+09
3.800000000000000000e+01,7.705321423245494827e+01,1.652375041243667603e+09
7.000000000000000000e+00,7.705321423245494827e+01,1.652375041322737932e+09
2.600000000000000000e+01,7.637339552264046461e+01,1.652375041397795677e+09
